match_probability,enslaved_person_id,enslaved_person_name,name_exact,name_partial,name_levenshtein,name_sequence,date_score,location_score,context_score,enslaved_description,enslaved_dates,enslaved_locations,enslaved_aliases,spreadsheet_name,spreadsheet_document,spreadsheet_dates,spreadsheet_locations
0.8421052631578947,Q260873,Sim Clarke,0.0,0.5,0.8,0.8421052631578947,0.0,0.0,0.0,SV-PER-77951O1,,"Clarke, Sim, Clarke, Sim",SV-PER-77951O1,Wm Clarke,920_ROS1_(unformatted),21 Dec 1799,Liverpool
0.8421052631578947,Q1111770,Tom Clarke,0.0,0.5,0.8,0.8421052631578947,0.0,0.0,0.0,LVA-PER-ENS.1203566._0009_0021_0001-0002.TomClarke.48233,,"Tom Clarke, Tom, Clarke",LVA-PER-ENS.1203566._0009_0021_0001-0002.TomClarke.48233,Wm Clarke,920_ROS1_(unformatted),21 Dec 1799,Liverpool
0.8421052631578947,Q1111910,Tom Clarke,0.0,0.5,0.8,0.8421052631578947,0.0,0.0,0.0,LVA-PER-ENS.1203566._0009_0023_0001-0002.TomClarke.48287,,"Tom Clarke, Tom, Clarke",LVA-PER-ENS.1203566._0009_0023_0001-0002.TomClarke.48287,Wm Clarke,920_ROS1_(unformatted),21 Dec 1799,Liverpool
0.7832167832167832,Q625286,Registry of Adam Anderson,0.0,0.0,0.2666666666666667,0.43636363636363634,1.0,0.0,0.0,CF-EVE-0006,+1824-01-01T00:00:00Z,Registry of Adam Anderson,CF-EVE-0006,"Messrs Baldwin, Crodack and Co",920_ROS1_(unformatted),21 May 1824,Toxteth Park
0.774114774114774,Q1010902,Registration of Benjamin Robinson,0.0,0.0,0.18181818181818177,0.4126984126984127,1.0,0.0,0.0,LVA-EVE-REG-1186850._0007_0001_0001-0004.23754,+1824-00-00T00:00:00Z,Registration of Benjamin Robinson,LVA-EVE-REG-1186850._0007_0001_0001-0004.23754,"Messrs Baldwin, Crodack and Co",920_ROS1_(unformatted),21 May 1824,Toxteth Park
0.774114774114774,Q1010932,Registration of Bowling Christian,0.0,0.0,0.18181818181818177,0.4126984126984127,1.0,0.0,0.0,LVA-EVE-REG-1186850._0007_0001_0001-0004.23772,+1824-00-00T00:00:00Z,Registration of Bowling Christian,LVA-EVE-REG-1186850._0007_0001_0001-0004.23772,"Messrs Baldwin, Crodack and Co",920_ROS1_(unformatted),21 May 1824,Toxteth Park
0.7720797720797721,Q625449,Registry of Prince Candy,0.0,0.0,0.30000000000000004,0.4074074074074074,1.0,0.0,0.0,CF-EVE-0285,+1824-01-01T00:00:00Z,Registry of Prince Candy,CF-EVE-0285,"Messrs Baldwin, Crodack and Co",920_ROS1_(unformatted),21 May 1824,Toxteth Park
0.7718383311603652,Q1014403,Registration of Jack Lawrence,0.0,0.0,0.30000000000000004,0.4067796610169492,1.0,0.0,0.0,LVA-EVE-REG-1186868._0003_0004_0001-0002.27260,+1824-00-00T00:00:00Z,Registration of Jack Lawrence,LVA-EVE-REG-1186868._0003_0004_0001-0002.27260,"Messrs Baldwin, Crodack and Co",920_ROS1_(unformatted),21 May 1824,Toxteth Park
0.8194662480376766,Q625325,Registry of Joshua Bourke,0.0,0.0,0.31999999999999995,0.5306122448979592,1.0,0.0,0.0,CF-EVE-0091,+1824-01-01T00:00:00Z,Registry of Joshua Bourke,CF-EVE-0091,Miss Mary Sophia Balfour,920_ROS1_(unformatted),25 May 1824,London
0.8117839607201309,Q625330,Registry of Minda Baker,0.0,0.0,0.29166666666666663,0.5106382978723404,1.0,0.0,0.0,CF-EVE-0099,+1824-01-01T00:00:00Z,Registry of Minda Baker,CF-EVE-0099,Miss Mary Sophia Balfour,920_ROS1_(unformatted),25 May 1824,London
0.8076923076923077,Q624865,Registry of Josiah Burke,0.0,0.0,0.20833333333333337,0.5,1.0,0.0,0.0,CF-EVE-0098,+1824-01-01T00:00:00Z,Registry of Josiah Burke,CF-EVE-0098,Miss Mary Sophia Balfour,920_ROS1_(unformatted),25 May 1824,London
0.8076923076923077,Q625326,Registry of Fanny Bourke,0.0,0.0,0.25,0.5,1.0,0.0,0.0,CF-EVE-0092,+1824-01-01T00:00:00Z,Registry of Fanny Bourke,CF-EVE-0092,Miss Mary Sophia Balfour,920_ROS1_(unformatted),25 May 1824,London
0.8037676609105181,Q625040,Registry of Mary Sheftall,0.0,0.25,0.24,0.4897959183673469,1.0,0.0,0.0,CF-EVE-1122,+1824-01-01T00:00:00Z,Registry of Mary Sheftall,CF-EVE-1122,Miss Mary Sophia Balfour,920_ROS1_(unformatted),25 May 1824,London
1.0,Q270460,William Tell,1.0,1.0,1.0,1.0,0.0,0.0,0.0,SV-PER-83966O3,,"Tell, William, Tell, William",SV-PER-83966O3,William Tell,920_ROS1_(unformatted),8 Apr 1814,Cork
0.9230769230769231,Q274919,William Atwell,0.0,0.5,0.8571428571428572,0.9230769230769231,0.0,0.0,0.0,SV-PER-90891C1,,"Atwell, William, Atwell, William",SV-PER-90891C1,William Tell,920_ROS1_(unformatted),8 Apr 1814,Cork
0.9230769230769231,Q623109,William Axtell,0.0,0.5,0.8571428571428572,0.9230769230769231,0.0,0.0,0.0,LBS-PER-2146660961,"Former partner of John Pate Rose (q.v.), with whom he was shown as co-owner of Mount Hindmost in Jamaica in 1757. He was probably but not certainly the man whose will is summarised below, and likely&hellip;","William Axtell, William, Axtell",LBS-PER-2146660961,William Tell,920_ROS1_(unformatted),8 Apr 1814,Cork
0.9166666666666666,Q235092,William Bell,0.0,0.5,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,SV-PER-21228C2,,"Bell, William, Bell, William",SV-PER-21228C2,William Tell,920_ROS1_(unformatted),8 Apr 1814,Cork
0.9166666666666666,Q264653,William Fell,0.0,0.5,0.9166666666666666,0.9166666666666666,0.0,0.0,0.0,SV-PER-81360O1,,"Fell, William, Fell, William",SV-PER-81360O1,William Tell,920_ROS1_(unformatted),8 Apr 1814,Cork
0.8868778280542987,Q615907,Robert Ballard Long,0.0,0.3333333333333333,0.631578947368421,0.7058823529411765,1.0,0.0,0.0,LBS-PER-2146646251,In the ODNB as an army officer. Brother of Edward Beeston Long and named by him as a trustee in his will which was proved November 1825. Robert Ballard Long had died the previous April so did not&hellip;,"Robert Ballard Long, Robert Ballard, Long",LBS-PER-2146646251,Robert Balmanno,920_ROS1_(unformatted),19 Apr 1825,32 Fenchurch Street
0.8695156695156696,Q619488,Robert Munro,0.0,0.5,0.6666666666666667,0.7407407407407407,0.95,0.0,0.0,LBS-PER-2146653689,"Deceased by 1824.Will of Robert Munro of St Thomas-in-the-East proved 30/10/1824. The will, which is very difficult to read, has not been analysed by LBS but shows among other monetary legacies a&hellip;","Robert Munro, Robert, Munro",LBS-PER-2146653689,Robert Balmanno,920_ROS1_(unformatted),19 Apr 1825,32 Fenchurch Street
0.8648648648648649,Q616078,Robert Hamilton senior,0.0,0.3333333333333333,0.5454545454545454,0.6486486486486487,1.0,0.0,0.0,LBS-PER-2146646641,"Owner of Dowan estate in St George, Jamaica, until c. 1825 when he sold the enslaved people (and possibly the land) to the Earl of Balcarres. The enslaved people were moved to Balcarres&hellip;","Robert Hamilton senior, Robert, Hamilton",LBS-PER-2146646641,Robert Balmanno,920_ROS1_(unformatted),19 Apr 1825,32 Fenchurch Street
0.8520710059171598,Q618513,Robert Burt,0.0,0.5,0.5333333333333333,0.6153846153846154,1.0,0.0,0.0,LBS-PER-2146651673,"Slave-owner on Dominica, and reportedly brother-in-law of John Whitaker, whose will was written in 1825.Item Description: [Will] 1825. written on setting out for Buenos Aires, ""waiting . untill&hellip;","Robert Burt, Robert, Burt",LBS-PER-2146651673,Robert Balmanno,920_ROS1_(unformatted),19 Apr 1825,32 Fenchurch Street
0.8410256410256409,Q610444,Robert Bowen,0.0,0.5,0.6,0.6666666666666666,0.95,0.0,0.0,LBS-PER-2146634290,"Returned slave-owner of Jamaica, dying at Weston-super-Mare in 1826, and buried at Cheltenham.Will of Robert Bowen [late of the parish of St James Jamaica but now of the City] of Bristol [made in&hellip;","Robert Bowen, Robert, Bowen, Spouse: Mary Lawrence Grizell",LBS-PER-2146634290,Robert Balmanno,920_ROS1_(unformatted),19 Apr 1825,32 Fenchurch Street
0.8233421750663129,Q971779,Sale of Rose,0.0,0.0,0.4117647058823529,0.6206896551724138,0.95,0.0,0.0,LVA-EVE-SAL-7770666._0005_0003_0001-0006.01604,+1824-00-00T00:00:00Z,Sale of Rose,LVA-EVE-SAL-7770666._0005_0003_0001-0006.01604,Wm Stanley Roscoe,920_ROS1_(unformatted),9 Jun 1825,British Iron Company's office
0.8076923076923077,Q970868,Sale of Tom,0.0,0.0,0.3529411764705882,0.5,1.0,0.0,0.0,LVA-EVE-SAL-7741628._0003_0025_0001-0002.00708,+1825-00-00T00:00:00Z,Sale of Tom,LVA-EVE-SAL-7741628._0003_0025_0001-0002.00708,Wm Stanley Roscoe,920_ROS1_(unformatted),9 Jun 1825,British Iron Company's office
0.8043956043956044,Q971766,Sale of Joe,0.0,0.0,0.4117647058823529,0.5714285714285714,0.95,0.0,0.0,LVA-EVE-SAL-7770666._0005_0003_0001-0006.01618,+1824-00-00T00:00:00Z,Sale of Joe,LVA-EVE-SAL-7770666._0005_0003_0001-0006.01618,Wm Stanley Roscoe,920_ROS1_(unformatted),9 Jun 1825,British Iron Company's office
0.8018648018648019,Q970867,Sale of Josephus,0.0,0.0,0.17647058823529416,0.48484848484848486,1.0,0.0,0.0,LVA-EVE-SAL-7741628._0003_0024_0001-0006.00706,+1825-00-00T00:00:00Z,Sale of Josephus,LVA-EVE-SAL-7741628._0003_0024_0001-0006.00706,Wm Stanley Roscoe,920_ROS1_(unformatted),9 Jun 1825,British Iron Company's office
0.7993311036789298,Q1036660,Registration of Leroy Thomson,0.0,0.0,0.3448275862068966,0.4782608695652174,1.0,0.0,0.0,LVA-EVE-REG-1138032._0008_0001_0001-0010.49512,+1825-00-00T00:00:00Z,Registration of Leroy Thomson,LVA-EVE-REG-1138032._0008_0001_0001-0010.49512,Wm Stanley Roscoe,920_ROS1_(unformatted),9 Jun 1825,British Iron Company's office
1.0,Q618473,John McCorry,0.0,0.0,0.0,0.0,1.0,0.0,0.0,LBS-PER-2146651589,"Slave-owner in Dominica, dying there c. 1825, leaving a daughter in Ireland.In 1825 John McCorry died in Dominica, possessed of Antrim Valley. He bequeathed it all to his infant daughter, who was&hellip;","John McCorry, John, McCorry",LBS-PER-2146651589,Fuseli,920_ROS1_(unformatted),2 Nov 1825,New Broad Street
0.95,Q609745,Dr John Gordon,0.0,0.0,0.0,0.0,0.95,0.0,0.0,LBS-PER-2146632585,"Owner of Cross''s Pen, Government Mountain and Little Angels estates in St Catherine, Jamaica, but also apparently of further estates, including Barbican. Deceased by 1826.In his will, made in&hellip;","Dr John Gordon, John, Gordon",LBS-PER-2146632585,Fuseli,920_ROS1_(unformatted),2 Nov 1825,New Broad Street
0.95,Q611476,John Katz,0.0,0.0,0.0,0.0,0.95,0.0,0.0,LBS-PER-2146636689,"Owner of Vendome estate in Grenada, deceased by 1826, his executor was Charles De Bellot.","John Katz, John, Katz",LBS-PER-2146636689,Fuseli,920_ROS1_(unformatted),2 Nov 1825,New Broad Street
0.95,Q613332,John Trotman,0.0,0.0,0.0,0.0,0.95,0.0,0.0,LBS-PER-2146640807,The deceased (by 1826) husband of Elizabeth Hinds Trotman: see biog notes on her for further details.,"John Trotman, John, Trotman, Spouse: Elizabeth Hinds Trotman",LBS-PER-2146640807,Fuseli,920_ROS1_(unformatted),2 Nov 1825,New Broad Street
0.95,Q613890,John Knox,0.0,0.0,0.0,0.0,0.95,0.0,0.0,LBS-PER-2146641997,John Knox first appears in Jamaica in the quit rents of 1824 when he owned enslaved people on Retirement estate in St Ann. He had acquired Retirement when he married Rachael Hanslep nee Gordon at&hellip;,"John Knox, John, Knox, Spouse: Rachael Hanslep",LBS-PER-2146641997,Fuseli,920_ROS1_(unformatted),2 Nov 1825,New Broad Street
1.0,Q237715,Edward Smith,1.0,1.0,1.0,1.0,0.0,0.0,0.0,SV-PER-25461C1,,"Smith, Edward, Smith, Edward",SV-PER-25461C1,Edward Smith,920_ROS1_(unformatted),3 Jan 1802,Fiesole
1.0,Q259527,Edward Smith,1.0,1.0,1.0,1.0,0.0,0.0,0.0,SV-PER-75955C2,,"Smith, Edward, Smith, Edward",SV-PER-75955C2,Edward Smith,920_ROS1_(unformatted),3 Jan 1802,Fiesole
1.0,Q272207,Edward Smith,1.0,1.0,1.0,1.0,0.0,0.0,0.0,SV-PER-90237C2,,"Smith, Edward, Smith, Edward",SV-PER-90237C2,Edward Smith,920_ROS1_(unformatted),3 Jan 1802,Fiesole
1.0,Q272226,Edward Smith,1.0,1.0,1.0,1.0,0.0,0.0,0.0,SV-PER-90238C1,,"Smith, Edward, Smith, Edward",SV-PER-90238C1,Edward Smith,920_ROS1_(unformatted),3 Jan 1802,Fiesole
1.0,Q272899,Edward Smith,1.0,1.0,1.0,1.0,0.0,0.0,0.0,SV-PER-90455C2,,"Smith, Edward, Smith, Edward",SV-PER-90455C2,Edward Smith,920_ROS1_(unformatted),3 Jan 1802,Fiesole
0.8034188034188035,Q1024304,Registration of Jacob Brandon,0.0,0.0,0.3448275862068966,0.4888888888888889,1.0,0.0,0.0,LVA-EVE-REG-1182359._0002_0001_0001-0014.37159,+1803-00-00T00:00:00Z,Registration of Jacob Brandon,LVA-EVE-REG-1182359._0002_0001_0001-0014.37159,Canonico Bandini,920_ROS1_(unformatted),7 Jun 1803,Fiorenza
0.8034188034188035,Q1024313,Registration of Chloe Brandon,0.0,0.0,0.3448275862068966,0.4888888888888889,1.0,0.0,0.0,LVA-EVE-REG-1182359._0002_0001_0001-0014.37160,+1803-00-00T00:00:00Z,Registration of Chloe Brandon,LVA-EVE-REG-1182359._0002_0001_0001-0014.37160,Canonico Bandini,920_ROS1_(unformatted),7 Jun 1803,Fiorenza
0.7942754919499105,Q1024481,Registration of Fed Brandon,0.0,0.0,0.2962962962962963,0.46511627906976744,1.0,0.0,0.0,LVA-EVE-REG-1182359._0002_0001_0001-0014.37259,+1803-00-00T00:00:00Z,Registration of Fed Brandon,LVA-EVE-REG-1182359._0002_0001_0001-0014.37259,Canonico Bandini,920_ROS1_(unformatted),7 Jun 1803,Fiorenza
0.7902097902097902,Q1024265,Registration of Ben Winfield,0.0,0.0,0.3214285714285714,0.45454545454545453,1.0,0.0,0.0,LVA-EVE-REG-1182359._0002_0001_0001-0014.37117,+1803-00-00T00:00:00Z,Registration of Ben Winfield,LVA-EVE-REG-1182359._0002_0001_0001-0014.37117,Canonico Bandini,920_ROS1_(unformatted),7 Jun 1803,Fiorenza
0.7902097902097902,Q1024303,Registration of John Brandon,0.0,0.0,0.3214285714285714,0.45454545454545453,1.0,0.0,0.0,LVA-EVE-REG-1182359._0002_0001_0001-0014.37195,+1803-00-00T00:00:00Z,Registration of John Brandon,LVA-EVE-REG-1182359._0002_0001_0001-0014.37195,Canonico Bandini,920_ROS1_(unformatted),7 Jun 1803,Fiorenza
0.95,Q610582,David Shaw,0.0,0.0,0.0,0.0,0.95,0.0,0.0,LBS-PER-2146634588,"Resident slave-owner in Jamaica, dying there c. 1805.Will of David Shaw of St Mary Island of Jamaica proved 31/12/1805 (made in 1803). In the will he makes provision for Henrietta Campbell (''now&hellip;","David Shaw, David, Shaw",LBS-PER-2146634588,Leo,920_ROS1_(unformatted),16 Jul 1806,Florence
0.95,Q614095,Maria Angus,0.0,0.0,0.0,0.0,0.95,0.0,0.0,LBS-PER-2146642455,"Heiress of Thomas McQuistin, and wife of Charles Angus (q.v.). Deceased 1805.","Maria Angus, Maria, Angus, Maria McQuistin, McQuistin, Spouse: Charles Angus",LBS-PER-2146642455,Leo,920_ROS1_(unformatted),16 Jul 1806,Florence
0.95,Q615914,Ann Dunn,0.0,0.0,0.0,0.0,0.95,0.0,0.0,LBS-PER-2146646263,Mount Royal in St Mary was in the possession of William Robertson as executor of Malcolm McKellar deceased in 1807. It was later in the possession of William Robertson as guardian to Ann and&hellip;,"Ann Dunn, Ann, Dunn, Ann McKellar, McKellar, Spouse: William M. Dunn",LBS-PER-2146646263,Leo,920_ROS1_(unformatted),16 Jul 1806,Florence
0.95,Q623145,Mary Hayman,0.0,0.0,0.0,0.0,0.95,0.0,0.0,LBS-PER-2146661149,"Mrs Mary Hayman was in possession of Vidal''s Prospect estate in St Mary, Jamaica, in 1807 as administratrix of the late Thomas Hayman of the City of London Esquire. Thomas Hayman was probably the&hellip;","Mary Hayman, Mary, Hayman",LBS-PER-2146661149,Leo,920_ROS1_(unformatted),16 Jul 1806,Florence
0.9,Q561868,Mary Ann Ashby,0.0,0.0,0.0,0.0,0.9,0.0,0.0,LBS-PER-3454,"''Mulatto'' woman, mother of at least 11 children between 1808 and 1838 with the white planter Robert Cooper Ashby (q.v.).Owner of enslaved people in Christ Church, Barbados, from at least 1817.&hellip;","Mary Ann Ashby, Mary Ann, Ashby, Children: At least 11",LBS-PER-3454,Leo,920_ROS1_(unformatted),16 Jul 1806,Florence
0.8440748440748441,Q1149208,Birth of Joseph Short,0.0,0.25,0.47619047619047616,0.5945945945945946,1.0,0.0,0.0,PJMLC-EVE-BIR-00087,+1806-00-00T00:00:00Z,Birth of Joseph Short,PJMLC-EVE-BIR-00087,Sir Joseph Banks,920_ROS1_(unformatted),11 Sep 1806,Soho Square
0.8416289592760181,Q48607,Birth of Josephine,0.0,0.0,0.38888888888888884,0.5882352941176471,1.0,0.0,0.0,LSD-EVE-BIR-080126,+1806-01-01T00:00:00Z,Birth of Josephine,LSD-EVE-BIR-080126,Sir Joseph Banks,920_ROS1_(unformatted),11 Sep 1806,Soho Square
0.8416289592760181,Q81569,Birth of Josephine,0.0,0.0,0.38888888888888884,0.5882352941176471,1.0,0.0,0.0,LSD-EVE-BIR-047156,+1806-01-01T00:00:00Z,Birth of Josephine,LSD-EVE-BIR-047156,Sir Joseph Banks,920_ROS1_(unformatted),11 Sep 1806,Soho Square
0.8387096774193549,Q30077,Birth of Joseph,0.0,0.3333333333333333,0.25,0.5806451612903226,1.0,0.0,0.0,LSD-EVE-BIR-027764,+1806-01-01T00:00:00Z,Birth of Joseph,LSD-EVE-BIR-027764,Sir Joseph Banks,920_ROS1_(unformatted),11 Sep 1806,Soho Square
0.8387096774193549,Q33610,Birth of Joseph,0.0,0.3333333333333333,0.25,0.5806451612903226,1.0,0.0,0.0,LSD-EVE-BIR-024241,+1806-01-01T00:00:00Z,Birth of Joseph,LSD-EVE-BIR-024241,Sir Joseph Banks,920_ROS1_(unformatted),11 Sep 1806,Soho Square
0.7890818858560794,Q56631,Birth of Delphy,0.0,0.0,0.3125,0.45161290322580644,1.0,0.0,0.0,LSD-EVE-BIR-072105,+1806-01-01T00:00:00Z,Birth of Delphy,LSD-EVE-BIR-072105,Viscount de Lapa,920_ROS1_(unformatted),21 Sep 1806,Lincoln
0.7863247863247862,Q1014400,Registration of Gideon Banass,0.0,0.0,0.31034482758620685,0.4444444444444444,1.0,0.0,0.0,LVA-EVE-REG-1186868._0003_0001_0001-0002.27222,+1806-00-00T00:00:00Z,Registration of Gideon Banass,LVA-EVE-REG-1186868._0003_0001_0001-0002.27222,Viscount de Lapa,920_ROS1_(unformatted),21 Sep 1806,Lincoln
0.7840455840455841,Q578740,Lilly Delap,0.0,0.0,0.4375,0.5185185185185185,0.95,0.0,0.0,LBS-PER-21106,"Mary Dellap and Lilly Dellap, reputed daughters of Robert Delap by Elizabeth Alexander, a ""free quadroon"", aged about 4 and 3 years respectively, were baptised in St Elizabeth, Jamaica, 22/02/1805.&hellip;","Lilly Delap, Lilly, Delap",LBS-PER-21106,Viscount de Lapa,920_ROS1_(unformatted),21 Sep 1806,Lincoln
0.7836538461538461,Q52872,Birth of Delphie,0.0,0.0,0.25,0.4375,1.0,0.0,0.0,LSD-EVE-BIR-075875,+1806-01-01T00:00:00Z,Birth of Delphie,LSD-EVE-BIR-075875,Viscount de Lapa,920_ROS1_(unformatted),21 Sep 1806,Lincoln
0.7817047817047817,Q1154234,Registration of Maria,0.0,0.0,0.2857142857142857,0.43243243243243246,1.0,0.0,0.0,JATR-EVE-REG-DAUP0159,+1806-12-23T00:00:00Z,Registration of Maria,JATR-EVE-REG-DAUP0159,Viscount de Lapa,920_ROS1_(unformatted),21 Sep 1806,Lincoln
0.9010989010989011,Q1163549,Residence of Charles,0.0,0.3333333333333333,0.6,0.7428571428571429,1.0,0.0,0.0,JATR-EVE-RES-ADAM0081,+1809-04-17T00:00:00Z,Residence of Charles,JATR-EVE-RES-ADAM0081,Prince of Wales,920_ROS1_(unformatted),31 Aug 1809,Botanic Garden
0.9010989010989011,Q1166170,Residence of Charles,0.0,0.3333333333333333,0.6,0.7428571428571429,1.0,0.0,0.0,JATR-EVE-RES-CUMB1157,+1809-07-01T00:00:00Z,Residence of Charles,JATR-EVE-RES-CUMB1157,Prince of Wales,920_ROS1_(unformatted),31 Aug 1809,Botanic Garden
